GEOID,NAME,population,year
3739880,"McAdenville town, North Carolina",651,2010
3739880,"McAdenville town, North Carolina",890,2020
3739960,"Macclesfield town, North Carolina",458,2000
3739960,"Macclesfield town, North Carolina",471,2010
3739960,"Macclesfield town, North Carolina",413,2020
3740140,"McDonald town, North Carolina",119,2000
3740140,"McDonald town, North Carolina",113,2010
3740140,"McDonald town, North Carolina",94,2020
3740240,"McFarlan town, North Carolina",89,2000
3740240,"McFarlan town, North Carolina",117,2010
3740240,"McFarlan town, North Carolina",94,2020
3740460,"McLeansville CDP, North Carolina",1080,2000
3740460,"McLeansville CDP, North Carolina",1021,2010
3740460,"McLeansville CDP, North Carolina",1113,2020
3740540,"Macon town, North Carolina",115,2000
3740540,"Macon town, North Carolina",119,2010
3740540,"Macon town, North Carolina",110,2020
3740560,"Madison town, North Carolina",2262,2000
3740560,"Madison town, North Carolina",2246,2010
3740560,"Madison town, North Carolina",2129,2020
3740600,"Maggie Valley town, North Carolina",607,2000
3740600,"Maggie Valley town, North Carolina",1150,2010
3740600,"Maggie Valley town, North Carolina",1687,2020
3740640,"Magnolia town, North Carolina",932,2000
3740640,"Magnolia town, North Carolina",939,2010
3740640,"Magnolia town, North Carolina",831,2020
3740660,"Maiden town, North Carolina",3282,2000
3740660,"Maiden town, North Carolina",3310,2010
3740660,"Maiden town, North Carolina",3736,2020
3740860,"Mamers CDP, North Carolina",826,2010
3740860,"Mamers CDP, North Carolina",814,2020
3740980,"Manns Harbor CDP, North Carolina",821,2010
3740980,"Manns Harbor CDP, North Carolina",790,2020
3741060,"Manteo town, North Carolina",1052,2000
3741060,"Manteo town, North Carolina",1434,2010
3741060,"Manteo town, North Carolina",1600,2020
3741220,"Marble CDP, North Carolina",321,2010
3741220,"Marble CDP, North Carolina",278,2020
3741380,"Marietta town, North Carolina",164,2000
3741380,"Marietta town, North Carolina",175,2010
3741380,"Marietta town, North Carolina",111,2020
3741420,"Marion city, North Carolina",4943,2000
3741420,"Marion city, North Carolina",7838,2010
3741420,"Marion city, North Carolina",7717,2020
3741540,"Mar-Mac CDP, North Carolina",3004,2000
3741540,"Mar-Mac CDP, North Carolina",3615,2010
3741540,"Mar-Mac CDP, North Carolina",3184,2020
3741580,"Marshall town, North Carolina",840,2000
3741580,"Marshall town, North Carolina",872,2010
3741580,"Marshall town, North Carolina",777,2020
3741600,"Marshallberg CDP, North Carolina",403,2010
3741600,"Marshallberg CDP, North Carolina",341,2020
3741620,"Mars Hill town, North Carolina",1764,2000
3741620,"Mars Hill town, North Carolina",1869,2010
3741620,"Mars Hill town, North Carolina",2007,2020
3741640,"Marshville town, North Carolina",2360,2000
3741640,"Marshville town, North Carolina",2402,2010
3741640,"Marshville town, North Carolina",2522,2020
3741720,"Marvin village, North Carolina",1039,2000
3741720,"Marvin village, North Carolina",5579,2010
3741720,"Marvin village, North Carolina",6358,2020
3741740,"Masonboro CDP, North Carolina",11812,2000
3741960,"Matthews town, North Carolina",22127,2000
3741960,"Matthews town, North Carolina",27198,2010
3741960,"Matthews town, North Carolina",29435,2020
3742000,"Maury CDP, North Carolina",1685,2010
3742000,"Maury CDP, North Carolina",1404,2020
3742020,"Maxton town, North Carolina",2551,2000
3742020,"Maxton town, North Carolina",2426,2010
3742020,"Maxton town, North Carolina",2110,2020
3742060,"Mayodan town, North Carolina",2417,2000
3742060,"Mayodan town, North Carolina",2478,2010
3742060,"Mayodan town, North Carolina",2418,2020
3742100,"Maysville town, North Carolina",1002,2000
3742100,"Maysville town, North Carolina",1019,2010
3742100,"Maysville town, North Carolina",818,2020
3742240,"Mebane city, North Carolina",7284,2000
3742240,"Mebane city, North Carolina",11393,2010
3742240,"Mebane city, North Carolina",17797,2020
3742480,"Mesic town, North Carolina",257,2000
3742480,"Mesic town, North Carolina",220,2010
3742480,"Mesic town, North Carolina",144,2020
3742620,"Micro town, North Carolina",454,2000
3742620,"Micro town, North Carolina",441,2010
3742620,"Micro town, North Carolina",458,2020
3742640,"Middleburg town, North Carolina",162,2000
3742640,"Middleburg town, North Carolina",133,2010
3742640,"Middleburg town, North Carolina",101,2020
3742700,"Middlesex town, North Carolina",838,2000
3742700,"Middlesex town, North Carolina",822,2010
3742700,"Middlesex town, North Carolina",912,2020
3742760,"Midland town, North Carolina",3073,2010
3742760,"Midland town, North Carolina",4684,2020
3742860,"Midway town, North Carolina",4679,2010
3742860,"Midway town, North Carolina",4742,2020
3743160,"Millers Creek CDP, North Carolina",2071,2000
3743160,"Millers Creek CDP, North Carolina",2112,2010
3743160,"Millers Creek CDP, North Carolina",1931,2020
3743200,"Millingport CDP, North Carolina",599,2010
3743200,"Millingport CDP, North Carolina",588,2020
3743260,"Mills River town, North Carolina",6802,2010
3743260,"Mills River town, North Carolina",7078,2020
3743300,"Milton town, North Carolina",132,2000
3743300,"Milton town, North Carolina",166,2010
3743300,"Milton town, North Carolina",155,2020
3743320,"Milwaukee CDP, North Carolina",157,2020
3743360,"Mineral Springs town, North Carolina",1370,2000
3743360,"Mineral Springs town, North Carolina",2639,2010
3743360,"Mineral Springs town, North Carolina",3159,2020
3743440,"Minnesott Beach town, North Carolina",311,2000
3743440,"Minnesott Beach town, North Carolina",440,2010
3743440,"Minnesott Beach town, North Carolina",530,2020
3743480,"Mint Hill town, North Carolina",14922,2000
3743480,"Mint Hill town, North Carolina",22722,2010
3743480,"Mint Hill town, North Carolina",26450,2020
3743580,"Misenheimer village, North Carolina",728,2010
3743580,"Misenheimer village, North Carolina",650,2020
3743720,"Mocksville town, North Carolina",4178,2000
3743720,"Mocksville town, North Carolina",5051,2010
3743720,"Mocksville town, North Carolina",5900,2020
3743860,"Momeyer town, North Carolina",291,2000
3743860,"Momeyer town, North Carolina",224,2010
3743860,"Momeyer town, North Carolina",277,2020
3743880,"Moncure CDP, North Carolina",711,2010
3743880,"Moncure CDP, North Carolina",780,2020
3743920,"Monroe city, North Carolina",26228,2000
3743920,"Monroe city, North Carolina",32797,2010
3743920,"Monroe city, North Carolina",34562,2020
3744100,"Montreat town, North Carolina",630,2000
3744100,"Montreat town, North Carolina",723,2010
3744100,"Montreat town, North Carolina",901,2020
3744160,"Mooresboro town, North Carolina",314,2000
3744160,"Mooresboro town, North Carolina",311,2010
3744160,"Mooresboro town, North Carolina",293,2020
3744220,"Mooresville town, North Carolina",18823,2000
3744220,"Mooresville town, North Carolina",32711,2010
3744220,"Mooresville town, North Carolina",50193,2020
3744280,"Moravian Falls CDP, North Carolina",1440,2000
3744280,"Moravian Falls CDP, North Carolina",1901,2010
3744280,"Moravian Falls CDP, North Carolina",1712,2020
3744320,"Morehead City town, North Carolina",7691,2000
3744320,"Morehead City town, North Carolina",8661,2010
3744320,"Morehead City town, North Carolina",9556,2020
3744400,"Morganton city, North Carolina",17310,2000
3744400,"Morganton city, North Carolina",16918,2010
3744400,"Morganton city, North Carolina",17474,2020
3744520,"Morrisville town, North Carolina",5208,2000
3744520,"Morrisville town, North Carolina",18576,2010
3744520,"Morrisville town, North Carolina",29630,2020
3744560,"Morven town, North Carolina",579,2000
3744560,"Morven town, North Carolina",511,2010
3744560,"Morven town, North Carolina",329,2020
3744700,"Mountain Home CDP, North Carolina",2169,2000
3744700,"Mountain Home CDP, North Carolina",3622,2010
3744700,"Mountain Home CDP, North Carolina",3490,2020
3744770,"Mountain View CDP, North Carolina",3768,2000
3744770,"Mountain View CDP, North Carolina",3552,2010
3744770,"Mountain View CDP, North Carolina",3590,2020
3744800,"Mount Airy city, North Carolina",8484,2000
3744800,"Mount Airy city, North Carolina",10388,2010
3744800,"Mount Airy city, North Carolina",10676,2020
3744900,"Mount Gilead town, North Carolina",1389,2000
3744900,"Mount Gilead town, North Carolina",1181,2010
3744900,"Mount Gilead town, North Carolina",1171,2020
3744960,"Mount Holly city, North Carolina",9618,2000
3744960,"Mount Holly city, North Carolina",13656,2010
3744960,"Mount Holly city, North Carolina",17703,2020
3745100,"Mount Olive town, North Carolina",4567,2000
3745100,"Mount Olive town, North Carolina",4589,2010
3745100,"Mount Olive town, North Carolina",4198,2020
3745140,"Mount Pleasant town, North Carolina",1259,2000
3745140,"Mount Pleasant town, North Carolina",1652,2010
3745140,"Mount Pleasant town, North Carolina",1671,2020
3745460,"Moyock CDP, North Carolina",3759,2010
3745460,"Moyock CDP, North Carolina",5154,2020
3745560,"Mulberry CDP, North Carolina",2269,2000
3745560,"Mulberry CDP, North Carolina",2332,2010
3745560,"Mulberry CDP, North Carolina",2275,2020
3745640,"Murfreesboro town, North Carolina",2045,2000
3745640,"Murfreesboro town, North Carolina",2835,2010
3745640,"Murfreesboro town, North Carolina",2619,2020
3745660,"Murphy town, North Carolina",1568,2000
3745660,"Murphy town, North Carolina",1627,2010
3745660,"Murphy town, North Carolina",1608,2020
3745720,"Murraysville CDP, North Carolina",7279,2000
3745720,"Murraysville CDP, North Carolina",14215,2010
3745720,"Murraysville CDP, North Carolina",16582,2020
3745840,"Myrtle Grove CDP, North Carolina",7125,2000
3745840,"Myrtle Grove CDP, North Carolina",8875,2010
3745840,"Myrtle Grove CDP, North Carolina",11476,2020
3745880,"Nags Head town, North Carolina",2700,2000
3745880,"Nags Head town, North Carolina",2757,2010
3745880,"Nags Head town, North Carolina",3168,2020
3746000,"Nashville town, North Carolina",4309,2000
3746000,"Nashville town, North Carolina",5352,2010
3746000,"Nashville town, North Carolina",5632,2020
3746060,"Navassa town, North Carolina",479,2000
3746060,"Navassa town, North Carolina",1505,2010
3746060,"Navassa town, North Carolina",1367,2020
3746100,"Nebo CDP, North Carolina",1790,2020
3746280,"Neuse Forest CDP, North Carolina",1426,2000
3746280,"Neuse Forest CDP, North Carolina",2005,2010
3746280,"Neuse Forest CDP, North Carolina",2110,2020
3746340,"New Bern city, North Carolina",23128,2000
3746340,"New Bern city, North Carolina",29524,2010
3746340,"New Bern city, North Carolina",31291,2020
3746650,"New Hope CDP, North Carolina",1588,2020
3746740,"Newland town, North Carolina",704,2000
3746740,"Newland town, North Carolina",698,2010
3746740,"Newland town, North Carolina",715,2020
3746820,"New London town, North Carolina",326,2000
3746820,"New London town, North Carolina",600,2010
3746820,"New London town, North Carolina",607,2020
3746860,"Newport town, North Carolina",3349,2000
3746860,"Newport town, North Carolina",4150,2010
3746860,"Newport town, North Carolina",4364,2020
3747000,"Newton city, North Carolina",12560,2000
3747000,"Newton city, North Carolina",12968,2010
3747000,"Newton city, North Carolina",13148,2020
3747020,"Newton Grove town, North Carolina",606,2000
3747020,"Newton Grove town, North Carolina",569,2010
3747020,"Newton Grove town, North Carolina",585,2020
3747240,"Norlina town, North Carolina",1107,2000
3747240,"Norlina town, North Carolina",1118,2010
3747240,"Norlina town, North Carolina",920,2020
3747260,"Norman town, North Carolina",72,2000
3747260,"Norman town, North Carolina",138,2010
3747260,"Norman town, North Carolina",100,2020
3747485,"Northchase CDP, North Carolina",3747,2010
3747485,"Northchase CDP, North Carolina",3842,2020
3747695,"Northlakes CDP, North Carolina",1390,2000
3747695,"Northlakes CDP, North Carolina",1534,2010
3747695,"Northlakes CDP, North Carolina",1543,2020
3747845,"North Topsail Beach city, North Carolina",843,2000
3747845,"North Topsail Beach town, North Carolina",743,2010
3747845,"North Topsail Beach town, North Carolina",1005,2020
3747860,"Northwest city, North Carolina",671,2000
3747860,"Northwest city, North Carolina",735,2010
3747860,"Northwest city, North Carolina",703,2020
3747880,"North Wilkesboro town, North Carolina",4116,2000
3747880,"North Wilkesboro town, North Carolina",4245,2010
3747880,"North Wilkesboro town, North Carolina",4382,2020
3747980,"Norwood town, North Carolina",2216,2000
3747980,"Norwood town, North Carolina",2379,2010
3747980,"Norwood town, North Carolina",2367,2020
3748040,"Oakboro town, North Carolina",1198,2000
3748040,"Oakboro town, North Carolina",1859,2010
3748040,"Oakboro town, North Carolina",2128,2020
3748060,"Oak City town, North Carolina",339,2000
3748060,"Oak City town, North Carolina",317,2010
3748060,"Oak City town, North Carolina",266,2020
3748345,"Oak Island town, North Carolina",6571,2000
3748345,"Oak Island town, North Carolina",6783,2010
3748345,"Oak Island town, North Carolina",8396,2020
3748480,"Oak Ridge town, North Carolina",3988,2000
3748480,"Oak Ridge town, North Carolina",6185,2010
3748480,"Oak Ridge town, North Carolina",7474,2020
3748700,"Ocean Isle Beach town, North Carolina",426,2000
3748700,"Ocean Isle Beach town, North Carolina",550,2010
3748700,"Ocean Isle Beach town, North Carolina",867,2020
3748740,"Ocracoke CDP, North Carolina",769,2000
3748740,"Ocracoke CDP, North Carolina",948,2010
3748740,"Ocracoke CDP, North Carolina",797,2020
3748790,"Ogden CDP, North Carolina",5481,2000
3748790,"Ogden CDP, North Carolina",6766,2010
3748790,"Ogden CDP, North Carolina",8200,2020
3748920,"Old Fort town, North Carolina",963,2000
3748920,"Old Fort town, North Carolina",908,2010
3748920,"Old Fort town, North Carolina",811,2020
3748940,"Old Hundred CDP, North Carolina",287,2010
3748940,"Old Hundred CDP, North Carolina",218,2020
3749380,"Oriental town, North Carolina",875,2000
3749380,"Oriental town, North Carolina",900,2010
3749380,"Oriental town, North Carolina",880,2020
3749460,"Orrum town, North Carolina",79,2000
3749460,"Orrum town, North Carolina",91,2010
3749460,"Orrum town, North Carolina",59,2020
3749600,"Ossipee town, North Carolina",543,2010
3749600,"Ossipee town, North Carolina",536,2020
3749800,"Oxford city, North Carolina",8338,2000
3749800,"Oxford city, North Carolina",8461,2010
3749800,"Oxford city, North Carolina",8628,2020
3750080,"Pantego town, North Carolina",170,2000
3750080,"Pantego town, North Carolina",179,2010
3750080,"Pantego town, North Carolina",164,2020
3750340,"Parkton town, North Carolina",428,2000
3750340,"Parkton town, North Carolina",436,2010
3750340,"Parkton town, North Carolina",504,2020
3750540,"Parmele town, North Carolina",290,2000
3750540,"Parmele town, North Carolina",278,2010
3750540,"Parmele town, North Carolina",243,2020
3750700,"Patterson Springs town, North Carolina",620,2000
3750700,"Patterson Springs town, North Carolina",622,2010
3750700,"Patterson Springs town, North Carolina",571,2020
3750820,"Peachland town, North Carolina",554,2000
3750820,"Peachland town, North Carolina",437,2010
3750820,"Peachland town, North Carolina",390,2020
3751040,"Peletier town, North Carolina",487,2000
3751040,"Peletier town, North Carolina",644,2010
3751040,"Peletier town, North Carolina",769,2020
3751080,"Pembroke town, North Carolina",2399,2000
3751080,"Pembroke town, North Carolina",2973,2010
3751080,"Pembroke town, North Carolina",2823,2020
3751780,"Pikeville town, North Carolina",719,2000
3751780,"Pikeville town, North Carolina",678,2010
3751780,"Pikeville town, North Carolina",712,2020
3751820,"Pilot Mountain town, North Carolina",1281,2000
3751820,"Pilot Mountain town, North Carolina",1477,2010
3751820,"Pilot Mountain town, North Carolina",1440,2020
3751840,"Pinebluff town, North Carolina",1109,2000
3751840,"Pinebluff town, North Carolina",1337,2010
3751840,"Pinebluff town, North Carolina",1473,2020
3751940,"Pinehurst village, North Carolina",9706,2000
3751940,"Pinehurst village, North Carolina",13124,2010
3751940,"Pinehurst village, North Carolina",17581,2020
3752000,"Pine Knoll Shores town, North Carolina",1524,2000
3752000,"Pine Knoll Shores town, North Carolina",1339,2010
3752000,"Pine Knoll Shores town, North Carolina",1388,2020
3752020,"Pine Level town, North Carolina",1313,2000
3752020,"Pine Level town, North Carolina",1700,2010
3752020,"Pine Level town, North Carolina",2046,2020
3752140,"Pinetops town, North Carolina",1419,2000
3752140,"Pinetops town, North Carolina",1374,2010
3752140,"Pinetops town, North Carolina",1200,2020
3752160,"Pinetown CDP, North Carolina",155,2010
3752160,"Pinetown CDP, North Carolina",147,2020
3752220,"Pineville town, North Carolina",3449,2000
3752220,"Pineville town, North Carolina",7479,2010
3752220,"Pineville town, North Carolina",10602,2020
3752260,"Piney Green CDP, North Carolina",11658,2000
3752260,"Piney Green CDP, North Carolina",13293,2010
3752260,"Piney Green CDP, North Carolina",14386,2020
3752400,"Pink Hill town, North Carolina",521,2000
3752400,"Pink Hill town, North Carolina",552,2010
3752400,"Pink Hill town, North Carolina",451,2020
3752500,"Pinnacle CDP, North Carolina",894,2010
3752500,"Pinnacle CDP, North Carolina",786,2020
3752660,"Pittsboro town, North Carolina",2226,2000
3752660,"Pittsboro town, North Carolina",3743,2010
3752660,"Pittsboro town, North Carolina",4537,2020
3752685,"Plain View CDP, North Carolina",1820,2000
3752685,"Plain View CDP, North Carolina",1961,2010
3752685,"Plain View CDP, North Carolina",1923,2020
3752760,"Pleasant Garden town, North Carolina",4714,2000
3752760,"Pleasant Garden town, North Carolina",4489,2010
3752760,"Pleasant Garden town, North Carolina",5000,2020
3752920,"Pleasant Hill CDP, North Carolina",1109,2000
3752920,"Pleasant Hill CDP, North Carolina",878,2010
3752920,"Pleasant Hill CDP, North Carolina",831,2020
3753040,"Plymouth town, North Carolina",4107,2000
3753040,"Plymouth town, North Carolina",3878,2010
3753040,"Plymouth town, North Carolina",3320,2020
3753140,"Polkton town, North Carolina",1195,2000
3753140,"Polkton town, North Carolina",3375,2010
3753140,"Polkton town, North Carolina",2250,2020
3753160,"Polkville city, North Carolina",535,2000
3753160,"Polkville city, North Carolina",545,2010
3753160,"Polkville city, North Carolina",516,2020
3753200,"Pollocksville town, North Carolina",269,2000
3753200,"Pollocksville town, North Carolina",311,2010
3753200,"Pollocksville town, North Carolina",268,2020
3753360,"Pope AFB CDP, North Carolina",2583,2000
3753475,"Porters Neck CDP, North Carolina",6204,2010
3753475,"Porters Neck CDP, North Carolina",7397,2020
3753580,"Potters Hill CDP, North Carolina",481,2010
3753580,"Potters Hill CDP, North Carolina",437,2020
3753680,"Powellsville town, North Carolina",259,2000
3753680,"Powellsville town, North Carolina",276,2010
3753680,"Powellsville town, North Carolina",189,2020
3753820,"Princeton town, North Carolina",1066,2000
3753820,"Princeton town, North Carolina",1194,2010
3753820,"Princeton town, North Carolina",1315,2020
3753840,"Princeville town, North Carolina",940,2000
3753840,"Princeville town, North Carolina",2082,2010
3753840,"Princeville town, North Carolina",1254,2020
3753900,"Proctorville town, North Carolina",133,2000
3753900,"Proctorville town, North Carolina",117,2010
3753900,"Proctorville town, North Carolina",121,2020
3753950,"Prospect CDP, North Carolina",690,2000
3753950,"Prospect CDP, North Carolina",981,2010
3753950,"Prospect CDP, North Carolina",873,2020
3754160,"Pumpkin Center CDP, North Carolina",2228,2000
3754160,"Pumpkin Center CDP, North Carolina",2222,2010
3754160,"Pumpkin Center CDP, North Carolina",1855,2020
3754580,"Raeford city, North Carolina",3386,2000
3754580,"Raeford city, North Carolina",4611,2010
3754580,"Raeford city, North Carolina",4559,2020
3754600,"Raemon CDP, North Carolina",212,2000
3754600,"Raemon CDP, North Carolina",282,2010
3754600,"Raemon CDP, North Carolina",197,2020
3755000,"Raleigh city, North Carolina",276093,2000
3755000,"Raleigh city, North Carolina",403892,2010
3755000,"Raleigh city, North Carolina",467665,2020
3755040,"Ramseur town, North Carolina",1588,2000
3755040,"Ramseur town, North Carolina",1692,2010
3755040,"Ramseur town, North Carolina",1774,2020
3755080,"Randleman city, North Carolina",3557,2000
3755080,"Randleman city, North Carolina",4113,2010
3755080,"Randleman city, North Carolina",4595,2020
3755260,"Ranlo town, North Carolina",2198,2000
3755260,"Ranlo town, North Carolina",3434,2010
3755260,"Ranlo town, North Carolina",4511,2020
3755340,"Raynham town, North Carolina",67,2000
3755340,"Raynham town, North Carolina",72,2010
3755340,"Raynham town, North Carolina",60,2020
3755460,"Red Cross town, North Carolina",742,2010
3755460,"Red Cross town, North Carolina",762,2020
3755640,"Red Oak town, North Carolina",2723,2000
3755640,"Red Oak town, North Carolina",3430,2010
3755640,"Red Oak town, North Carolina",3342,2020
3755660,"Red Springs town, North Carolina",3493,2000
3755660,"Red Springs town, North Carolina",3428,2010
3755660,"Red Springs town, North Carolina",3087,2020
3755900,"Reidsville city, North Carolina",14485,2000
3755900,"Reidsville city, North Carolina",14520,2010
3755900,"Reidsville city, North Carolina",14583,2020
3755940,"Rennert town, North Carolina",283,2000
3755940,"Rennert town, North Carolina",383,2010
3755940,"Rennert town, North Carolina",275,2020
3756100,"Rex CDP, North Carolina",55,2000
3756100,"Rex CDP, North Carolina",55,2010
3756100,"Rex CDP, North Carolina",50,2020
3756240,"Rhodhiss town, North Carolina",366,2000
3756240,"Rhodhiss town, North Carolina",1070,2010
3756240,"Rhodhiss town, North Carolina",997,2020
3756340,"Richfield town, North Carolina",515,2000
3756340,"Richfield town, North Carolina",613,2010
3756340,"Richfield town, North Carolina",582,2020
3756360,"Richlands town, North Carolina",928,2000
3756360,"Richlands town, North Carolina",1520,2010
3756360,"Richlands town, North Carolina",2287,2020
3756440,"Rich Square town, North Carolina",931,2000
3756440,"Rich Square town, North Carolina",958,2010
3756440,"Rich Square town, North Carolina",894,2020
3756600,"Riegelwood CDP, North Carolina",579,2010
3756600,"Riegelwood CDP, North Carolina",545,2020
3756710,"River Bend town, North Carolina",2923,2000
3756710,"River Bend town, North Carolina",3119,2010
3756710,"River Bend town, North Carolina",2902,2020
3756815,"River Road CDP, North Carolina",4094,2000
3756815,"River Road CDP, North Carolina",4394,2010
3756815,"River Road CDP, North Carolina",4048,2020
3756900,"Roanoke Rapids city, North Carolina",16957,2000
3756900,"Roanoke Rapids city, North Carolina",15754,2010
3756900,"Roanoke Rapids city, North Carolina",15229,2020
3757000,"Robbins city, North Carolina",1195,2000
3757000,"Robbins town, North Carolina",1097,2010
3757000,"Robbins town, North Carolina",1168,2020
3757020,"Robbinsville town, North Carolina",747,2000
3757020,"Robbinsville town, North Carolina",620,2010
3757020,"Robbinsville town, North Carolina",597,2020
3757039,"Roberdel CDP, North Carolina",246,2020
3757100,"Robersonville town, North Carolina",1731,2000
3757100,"Robersonville town, North Carolina",1488,2010
3757100,"Robersonville town, North Carolina",1269,2020
3757200,"Rockfish CDP, North Carolina",2353,2000
3757200,"Rockfish CDP, North Carolina",3298,2010
3757200,"Rockfish CDP, North Carolina",3383,2020
3757260,"Rockingham city, North Carolina",9672,2000
3757260,"Rockingham city, North Carolina",9558,2010
3757260,"Rockingham city, North Carolina",9243,2020
3757340,"Rockwell town, North Carolina",1971,2000
3757340,"Rockwell town, North Carolina",2108,2010
3757340,"Rockwell town, North Carolina",2302,2020
3757500,"Rocky Mount city, North Carolina",55893,2000
3757500,"Rocky Mount city, North Carolina",57477,2010
3757500,"Rocky Mount city, North Carolina",54341,2020
3757540,"Rocky Point CDP, North Carolina",1602,2010
3757540,"Rocky Point CDP, North Carolina",1476,2020
3757580,"Rodanthe CDP, North Carolina",261,2010
3757580,"Rodanthe CDP, North Carolina",213,2020
3757640,"Rolesville town, North Carolina",907,2000
3757640,"Rolesville town, North Carolina",3786,2010
3757640,"Rolesville town, North Carolina",9475,2020
3757700,"Ronda town, North Carolina",460,2000
3757700,"Ronda town, North Carolina",417,2010
3757700,"Ronda town, North Carolina",438,2020
3757740,"Roper town, North Carolina",613,2000
3757740,"Roper town, North Carolina",611,2010
3757740,"Roper town, North Carolina",485,2020
3757800,"Roseboro town, North Carolina",1267,2000
3757800,"Roseboro town, North Carolina",1191,2010
3757800,"Roseboro town, North Carolina",1163,2020
3757860,"Rose Hill town, North Carolina",1330,2000
3757860,"Rose Hill town, North Carolina",1626,2010
3757860,"Rose Hill town, North Carolina",1371,2020
3758020,"Rosman town, North Carolina",490,2000
3758020,"Rosman town, North Carolina",576,2010
3758020,"Rosman town, North Carolina",701,2020
3758040,"Rougemont CDP, North Carolina",978,2010
3758040,"Rougemont CDP, North Carolina",1001,2020
3758140,"Rowland town, North Carolina",1146,2000
3758140,"Rowland town, North Carolina",1037,2010
3758140,"Rowland town, North Carolina",885,2020
3758160,"Roxboro city, North Carolina",8696,2000
3758160,"Roxboro city, North Carolina",8362,2010
3758160,"Roxboro city, North Carolina",8134,2020
3758180,"Roxobel town, North Carolina",263,2000
3758180,"Roxobel town, North Carolina",240,2010
3758180,"Roxobel town, North Carolina",187,2020
3758260,"Royal Pines CDP, North Carolina",5334,2000
3758260,"Royal Pines CDP, North Carolina",4272,2010
3758260,"Royal Pines CDP, North Carolina",4127,2020
3758340,"Ruffin CDP, North Carolina",368,2010
3758340,"Ruffin CDP, North Carolina",322,2020
3758360,"Rural Hall town, North Carolina",2464,2000
3758360,"Rural Hall town, North Carolina",2937,2010
3758360,"Rural Hall town, North Carolina",3351,2020
3758420,"Ruth town, North Carolina",329,2000
3758420,"Ruth town, North Carolina",440,2010
3758420,"Ruth town, North Carolina",347,2020
3758440,"Rutherford College town, North Carolina",1293,2000
3758440,"Rutherford College town, North Carolina",1341,2010
3758440,"Rutherford College town, North Carolina",1226,2020
3758460,"Rutherfordton town, North Carolina",4131,2000
3758460,"Rutherfordton town, North Carolina",4213,2010
3758460,"Rutherfordton town, North Carolina",3640,2020
3758620,"St. Helena village, North Carolina",395,2000
3758620,"St. Helena village, North Carolina",389,2010
3758620,"St. Helena village, North Carolina",417,2020
3758630,"St. James town, North Carolina",804,2000
3758630,"St. James town, North Carolina",3165,2010
3758630,"St. James town, North Carolina",6529,2020
3758720,"St. Pauls town, North Carolina",2137,2000
3758720,"St. Pauls town, North Carolina",2035,2010
3758720,"St. Pauls town, North Carolina",2045,2020
3758730,"St. Stephens CDP, North Carolina",9439,2000
3758730,"St. Stephens CDP, North Carolina",8759,2010
3758730,"St. Stephens CDP, North Carolina",8852,2020
3758740,"Salem CDP, North Carolina",2923,2000
3758740,"Salem CDP, North Carolina",2218,2010
3758740,"Salem CDP, North Carolina",2356,2020
3758840,"Salemburg town, North Carolina",469,2000
3758840,"Salemburg town, North Carolina",435,2010
3758840,"Salemburg town, North Carolina",457,2020
3758860,"Salisbury city, North Carolina",26462,2000
3758860,"Salisbury city, North Carolina",33662,2010
3758860,"Salisbury city, North Carolina",35540,2020
3758920,"Saluda city, North Carolina",575,2000
3758920,"Saluda city, North Carolina",713,2010
3758920,"Saluda city, North Carolina",631,2020
3758940,"Salvo CDP, North Carolina",229,2010
3758940,"Salvo CDP, North Carolina",303,2020
3759090,"Sandy Creek town, North Carolina",246,2000
3759090,"Sandy Creek town, North Carolina",260,2010
3759090,"Sandy Creek town, North Carolina",248,2020
3759135,"Sandyfield town, North Carolina",340,2000
3759135,"Sandyfield town, North Carolina",447,2010
3759135,"Sandyfield town, North Carolina",430,2020
3759280,"Sanford city, North Carolina",23220,2000
3759280,"Sanford city, North Carolina",28094,2010
3759280,"Sanford city, North Carolina",30261,2020
3759340,"Saratoga town, North Carolina",379,2000
3759340,"Saratoga town, North Carolina",408,2010
3759340,"Saratoga town, North Carolina",353,2020
3759540,"Sawmills town, North Carolina",4921,2000
3759540,"Sawmills town, North Carolina",5240,2010
3759540,"Sawmills town, North Carolina",5020,2020
3759580,"Saxapahaw CDP, North Carolina",1418,2000
3759580,"Saxapahaw CDP, North Carolina",1648,2010
3759580,"Saxapahaw CDP, North Carolina",1671,2020
3759765,"Scotch Meadows CDP, North Carolina",580,2010
3759765,"Scotch Meadows CDP, North Carolina",568,2020
3759780,"Scotland Neck town, North Carolina",2362,2000
3759780,"Scotland Neck town, North Carolina",2059,2010
3759780,"Scotland Neck town, North Carolina",1640,2020
3759980,"Seaboard town, North Carolina",695,2000
3759980,"Seaboard town, North Carolina",632,2010
3759980,"Seaboard town, North Carolina",542,2020
3760000,"Sea Breeze CDP, North Carolina",1312,2000
3760000,"Sea Breeze CDP, North Carolina",1969,2010
3760000,"Sea Breeze CDP, North Carolina",2245,2020
3760060,"Seagate CDP, North Carolina",4590,2000
3760080,"Seagrove town, North Carolina",246,2000
3760080,"Seagrove town, North Carolina",228,2010
3760080,"Seagrove town, North Carolina",235,2020
3760180,"Sedalia town, North Carolina",618,2000
3760180,"Sedalia town, North Carolina",623,2010
3760180,"Sedalia town, North Carolina",676,2020
3760320,"Selma town, North Carolina",5914,2000
3760320,"Selma town, North Carolina",6073,2010
